team,season,player,position,league_starts,league_subs,league_apps,league_goals
Leicester City,2223,Boubakary Soumaré,MF,20,6,26,0
Leicester City,2223,Sammy Braybrooke,MF,0,0,0,0
Leicester City,2223,Will Alves,MF,0,0,0,0
Leicester City,2223,Joe Wormleighton,DF,0,0,0,0
Leicester City,2223,Marc Albrighton,MF,1,5,6,1
Leicester City,2223,Ayoze Pérez,FW,3,5,8,0
Leicester City,2223,Hamza Choudhury,MF,0,0,0,0
Leicester City,2223,Jakub Stolarczyk,GK,0,0,0,0
Leicester City,2223,Kasey McAteer,MF,0,0,0,0
Leicester City,2223,Kasper Schmeichel,GK,0,0,0,0
Leicester City,2223,Wesley Fofana,DF,2,0,2,0
Leicester City,2425,Danny Ward,GK,1,1,2,0
Leicester City,2425,James Justin,DF,34,2,36,2
Leicester City,2425,Wout Faes,DF,30,4,34,1
Leicester City,2425,Conor Coady,DF,19,3,22,1
Leicester City,2425,Caleb Okoli,DF,12,7,19,1
Leicester City,2425,Wilfred Ndidi,MF,28,0,28,0
Leicester City,2425,Abdul Fatawu,FW,6,5,11,0
Leicester City,2425,Harry Winks,MF,17,5,22,0
Leicester City,2425,Jamie Vardy,FW,35,0,35,9
Leicester City,2425,Stephy Mavididi,FW,16,14,30,4
Leicester City,2425,Bilal El Khannouss,MF,27,5,32,2
Leicester City,2425,Bobby De Cordova-Reid,FW,9,14,23,1
Leicester City,2425,Victor Kristiansen,DF,29,1,30,0
Leicester City,2425,Jordan Ayew,FW,19,11,30,5
Leicester City,2425,Patson Daka,FW,6,17,23,1
Leicester City,2425,Ricardo Pereira,DF,4,5,9,0
Leicester City,2425,Oliver Skipp,MF,10,14,24,0
Leicester City,2425,Jannik Vestergaard,DF,16,2,18,0
Leicester City,2425,Boubakary Soumaré,MF,25,6,31,0
Leicester City,2425,Woyo Coulibaly,DF,1,3,4,0
Leicester City,2425,Odsonne Édouard,FW,0,4,4,0
Leicester City,2425,Mads Hermansen,GK,27,0,27,0
Leicester City,2425,Luke Thomas,DF,13,1,14,0
Leicester City,2425,Michael Golding,MF,0,1,1,0
Leicester City,2425,Kasey McAteer,MF,9,9,18,1
Leicester City,2425,Facundo Buonanotte,MF,13,17,30,5
Leicester City,2425,Jakub Stolarczyk,GK,10,0,10,0
Leicester City,2425,Olabade Aluko,DF,0,1,1,0
Leicester City,2425,Jake Evans,FW,0,4,4,0
Leicester City,2425,Jeremy Monga,FW,0,7,7,0
Leicester City,2425,Hamza Choudhury,MF,1,3,4,0
Leicester City,2425,Will Alves,MF,0,1,1,0
Leicester City,2425,Chris Popov,MF,0,0,0,0
Liverpool,2223,Alisson,GK,37,0,37,0
Liverpool,2223,Joe Gomez,DF,21,0,21,0
Liverpool,2223,Fabinho,MF,36,0,36,0
Liverpool,2223,Virgil van Dijk,DF,32,0,32,0
Liverpool,2223,Ibrahima Konaté,DF,18,0,18,0
Liverpool,2223,Thiago,MF,18,0,18,0
Liverpool,2223,James Milner,MF,31,0,31,0
Liverpool,2223,Naby Keïta,MF,8,0,8,0
Liverpool,2223,Roberto Firmino,FW,25,0,25,0
Liverpool,2223,Mohamed Salah,FW,38,0,38,0
Liverpool,2223,Adrián,GK,0,0,0,0
Liverpool,2223,Jordan Henderson,MF,35,0,35,0
Liverpool,2223,Alex Oxlade-Chamberlain,MF,9,0,9,0
Liverpool,2223,Curtis Jones,MF,18,0,18,0
Liverpool,2223,Cody Gakpo,FW,21,0,21,0
Liverpool,2223,Harvey Elliott,MF,32,0,32,0
Liverpool,2223,Diogo Jota,FW,22,0,22,0
Liverpool,2223,Kostas Tsimikas,DF,20,0,20,0
Liverpool,2223,Calvin Ramsay,DF,0,0,0,0
Liverpool,2223,Luis Díaz,FW,17,0,17,0
Liverpool,2223,Andy Robertson,DF,34,0,34,0
Liverpool,2223,Darwin Núñez,FW,29,0,29,0
Liverpool,2223,Fabio Carvalho,FW,13,0,13,0
Liverpool,2223,Arthur,MF,0,0,0,0
Liverpool,2223,Joël Matip,DF,14,0,14,0
Liverpool,2223,Bobby Clark,MF,1,0,1,0
Liverpool,2223,Stefan Bajcetic,MF,11,0,11,0
Liverpool,2223,Nat Phillips,DF,2,0,2,0
Liverpool,2223,Ben Gannon-Doak,FW,2,0,2,0
Liverpool,2223,Caoimhín Kelleher,GK,1,0,1,0
Liverpool,2223,Trent Alexander-Arnold,DF,37,0,37,0
Liverpool,2223,Layton Stewart,FW,0,0,0,0
Liverpool,2223,Melkamu Frauendorf,MF,0,0,0,0
Liverpool,2223,Total,Total,38,0,38,0
Liverpool,2324,Alisson,GK,28,0,28,0
Liverpool,2324,Joe Gomez,DF,17,15,32,0
Liverpool,2324,Wataru Endo,MF,20,9,29,1
Liverpool,2324,Virgil van Dijk,DF,36,0,36,2
Liverpool,2324,Ibrahima Konaté,DF,17,5,22,0
Liverpool,2324,Thiago,MF,0,1,1,0
Liverpool,2324,Luis Díaz,FW,32,5,37,8
Liverpool,2324,Dominik Szoboszlai,MF,25,8,33,3
Liverpool,2324,Darwin Núñez,FW,22,14,36,11
Liverpool,2324,Alexis Mac Allister,MF,31,2,33,5
Liverpool,2324,Mohamed Salah,FW,28,4,32,18
Liverpool,2324,Curtis Jones,MF,14,9,23,1
Liverpool,2324,Cody Gakpo,FW,17,18,35,8
Liverpool,2324,Harvey Elliott,MF,11,23,34,3
Liverpool,2324,Diogo Jota,FW,14,7,21,10
Liverpool,2324,Kostas Tsimikas,DF,8,5,13,0
Liverpool,2324,Andy Robertson,DF,18,5,23,3
Liverpool,2324,Joël Matip,DF,9,1,10,0
Liverpool,2324,Ryan Gravenberch,MF,12,14,26,1
Liverpool,2324,Bobby Clark,MF,1,4,5,0
Liverpool,2324,Stefan Bajcetic,MF,0,1,1,0
Liverpool,2324,Luke Chambers,DF,0,0,0,0
Liverpool,2324,Calum Scanlon,DF,0,0,0,0
Liverpool,2324,Kaide Gordon,MF,0,1,1,0
Liverpool,2324,Ben Gannon-Doak,FW,0,1,1,0
Liverpool,2324,James McConnell,MF,0,3,3,0
Liverpool,2324,Caoimhín Kelleher,GK,10,0,10,0
Liverpool,2324,Owen Beck,DF,0,1,1,0
Liverpool,2324,Trent Alexander-Arnold,DF,25,3,28,3
Liverpool,2324,Lewis Koumas,FW,0,0,0,0
Liverpool,2324,Jayden Danns,FW,0,2,2,0
Liverpool,2324,Jarell Quansah,DF,13,4,17,2
Liverpool,2324,Conor Bradley,DF,10,1,11,1
Liverpool,2324,Mateusz Musiałowski,FW,0,0,0,0
Liverpool,2324,Trey Nyoni,MF,0,0,0,0
Liverpool,2425,Alisson,GK,28,0,28,0
Liverpool,2425,Joe Gomez,DF,6,3,9,0
Liverpool,2425,Wataru Endo,MF,1,19,20,0
Liverpool,2425,Virgil van Dijk,DF,37,0,37,3
Liverpool,2425,Ibrahima Konaté,DF,30,1,31,1
Liverpool,2425,Luis Díaz,FW,28,8,36,13
Liverpool,2425,Dominik Szoboszlai,MF,29,7,36,6
Liverpool,2425,Darwin Núñez,FW,8,22,30,5
Liverpool,2425,Alexis Mac Allister,MF,30,5,35,5
Liverpool,2425,Mohamed Salah,FW,38,0,38,29
Liverpool,2425,Federico Chiesa,FW,1,5,6,0
Liverpool,2425,Curtis Jones,MF,19,14,33,3
Liverpool,2425,Cody Gakpo,FW,23,12,35,10
Liverpool,2425,Harvey Elliott,MF,2,16,18,1
Liverpool,2425,Diogo Jota,FW,14,12,26,6
Liverpool,2425,Kostas Tsimikas,DF,9,9,18,0
Liverpool,2425,Andy Robertson,DF,29,4,33,0
Liverpool,2425,Ryan Gravenberch,MF,37,0,37,0
Liverpool,2425,Trent Koné-Doherty,FW,0,0,0,0
Liverpool,2425,Isaac Mabaya,DF,0,0,0,0
Liverpool,2425,James McConnell,MF,0,0,0,0
Liverpool,2425,Vítězslav Jaroš,GK,0,1,1,0
Liverpool,2425,Caoimhín Kelleher,GK,10,0,10,0
Liverpool,2425,Amara Nallo,DF,0,0,0,0
Liverpool,2425,Trent Alexander-Arnold,DF,28,5,33,3
Liverpool,2425,Rio Ngumoha,FW,0,0,0,0
Liverpool,2425,Jayden Danns,FW,0,1,1,0
Liverpool,2425,Jarell Quansah,DF,4,9,13,0
Liverpool,2425,Tyler Morton,MF,0,0,0,0
Liverpool,2425,Conor Bradley,DF,7,12,19,0
Liverpool,2425,Trey Nyoni,MF,0,0,0,0
Liverpool,2526,Alisson Becker,GK,26,0,26,0
Liverpool,2526,Joe Gomez,DF,7,14,21,0
Liverpool,2526,Wataru Endo,MF,1,7,8,0
Liverpool,2526,Virgil van Dijk,DF,38,0,38,6
Liverpool,2526,Ibrahima Konaté,DF,36,0,36,1
Liverpool,2526,Milos Kerkez,DF,27,7,34,2
Liverpool,2526,Florian Wirtz,MF,27,6,33,5
Liverpool,2526,Dominik Szoboszlai,MF,36,0,36,6
Liverpool,2526,Alexander Isak,FW,8,6,14,3
Liverpool,2526,Alexis Mac Allister,MF,32,5,37,2
Liverpool,2526,Mohamed Salah,FW,23,4,27,7
Liverpool,2526,Conor Bradley,DF,12,3,15,0
Liverpool,2526,Federico Chiesa,FW,1,25,26,2
Liverpool,2526,Giovanni Leoni,DF,0,0,0,0
Liverpool,2526,Curtis Jones,MF,18,16,34,1
Liverpool,2526,Cody Gakpo,FW,32,4,36,7
Liverpool,2526,Hugo Ekitike,FW,21,7,28,11
Liverpool,2526,Giorgi Mamardashvili,GK,10,0,10,0
Liverpool,2526,Andy Robertson,DF,11,13,24,1
Liverpool,2526,Freddie Woodman,GK,2,1,3,0
Liverpool,2526,Jeremie Frimpong,DF,12,9,21,0
Liverpool,2526,Ryan Gravenberch,MF,34,2,36,5
Liverpool,2526,Trey Nyoni,MF,0,6,6,0
Liverpool,2526,Calvin Ramsay,DF,0,0,0,0
Liverpool,2526,Kaide Gordon,FW,0,0,0,0
Liverpool,2526,Amara Nallo,DF,0,0,0,0
Liverpool,2526,Kieran Morrison,MF,0,0,0,0
Liverpool,2526,Rio Ngumoha,FW,5,14,19,2
Liverpool,2526,Jayden Danns,FW,0,0,0,0
Liverpool,2526,Wellity Lucky,DF,0,0,0,0
Liverpool,2526,Harvey Elliott,MF,0,1,1,0
Liverpool,2526,Trent Koné-Doherty,FW,0,0,0,0
Manchester City,2223,Kyle Walker,DF,27,0,27,0
Manchester City,2223,Rúben Dias,DF,26,0,26,0
Manchester City,2223,Kalvin Phillips,MF,12,0,12,0
Manchester City,2223,John Stones,DF,23,0,23,2
Manchester City,2223,Nathan Aké,DF,27,0,27,1
Manchester City,2223,João Cancelo,DF,17,0,17,2
Manchester City,2223,İlkay Gündoğan,MF,31,0,31,8
Manchester City,2223,Erling Haaland,FW,35,0,35,36
Manchester City,2223,Jack Grealish,MF,28,0,28,5
Manchester City,2223,Aymeric Laporte,DF,12,0,12,0
Manchester City,2223,Rodri,MF,36,0,36,2
Manchester City,2223,Kevin De Bruyne,MF,32,0,32,7
Manchester City,2223,Stefan Ortega,GK,3,0,3,0
Manchester City,2223,Julián Álvarez,FW,30,0,30,9
Manchester City,2223,Bernardo Silva,MF,34,0,34,4
Manchester City,2223,Sergio Gómez,DF,12,0,12,0
Manchester City,2223,Manuel Akanji,DF,29,0,29,0
Manchester City,2223,Riyad Mahrez,FW,30,0,30,5
Manchester City,2223,Ederson,GK,35,0,35,0
Manchester City,2223,Máximo Perrone,MF,1,0,1,0
Manchester City,2223,Scott Carson,GK,0,0,0,0
Manchester City,2223,Phil Foden,MF,32,0,32,11
Manchester City,2223,Shea Charles,DF,1,0,1,0
Manchester City,2223,Cole Palmer,MF,14,0,14,0
Manchester City,2223,Rico Lewis,DF,14,0,14,0
Manchester City,2223,Josh Wilson-Esbrand,DF,0,0,0,0
Manchester City,2223,Own goals,Own goals,0,0,0,2
Manchester City,2223,Totals,Totals,0,0,0,94
Manchester City,2324,Kyle Walker,DF,32,0,32,0
Manchester City,2324,Rúben Dias,DF,29,0,29,0
Manchester City,2324,John Stones,DF,16,0,16,1
Manchester City,2324,Nathan Aké,DF,29,0,29,2
Manchester City,2324,Mateo Kovačić,MF,30,0,30,1
Manchester City,2324,Erling Haaland,FW,31,0,31,27
Manchester City,2324,Jack Grealish,MF,20,0,20,3
Manchester City,2324,Jérémy Doku,MF,29,0,29,3
Manchester City,2324,Rodri,MF,34,0,34,8
Manchester City,2324,Kevin De Bruyne,MF,18,0,18,4
Manchester City,2324,Stefan Ortega,GK,9,0,9,0
Manchester City,2324,Julián Alvarez,FW,35,0,35,11
Manchester City,2324,Bernardo Silva,MF,33,0,33,6
Manchester City,2324,Sergio Gómez,DF,6,0,6,0
Manchester City,2324,Joško Gvardiol,DF,28,0,28,4
Manchester City,2324,Manuel Akanji,DF,30,0,30,2
Manchester City,2324,Matheus Nunes,MF,17,0,17,0
Manchester City,2324,Ederson,GK,33,0,33,0
Manchester City,2324,Scott Carson,GK,0,0,0,0
Manchester City,2324,Phil Foden,MF,36,0,36,19
Manchester City,2324,Oscar Bobb,MF,14,0,14,1
Manchester City,2324,Jacob Wright,MF,0,0,0,0
Manchester City,2324,Mahamadou Susoho,MF,0,0,0,0
Manchester City,2324,Rico Lewis,DF,16,0,16,2
Manchester City,2324,Micah Hamilton,FW,0,0,0,0
Manchester City,2324,Kalvin Phillips,MF,4,0,4,0
Manchester City,2324,James McAtee,MF,1,0,1,0
Manchester City,2324,Aymeric Laporte,DF,1,0,1,0
Manchester City,2324,Cole Palmer,MF,1,0,1,0
Manchester City,2324,Own goals,Own goals,0,0,0,2
Manchester City,2324,Totals,Totals,0,0,0,96
Manchester City,2425,Rúben Dias,DF,27,0,27,0
Manchester City,2425,Tijjani Reijnders,MF,0,0,0,0
Manchester City,2425,John Stones,DF,11,0,11,2
Manchester City,2425,Nathan Aké,DF,10,0,10,0
Manchester City,2425,Omar Marmoush,FW,16,0,16,7
Manchester City,2425,Mateo Kovačić,MF,31,0,31,6
Manchester City,2425,Erling Haaland,FW,31,0,31,22
Manchester City,2425,Jack Grealish,MF,20,0,20,1
Manchester City,2425,Jérémy Doku,MF,29,0,29,3
Manchester City,2425,Marcus Bettinelli,GK,0,0,0,0
Manchester City,2425,Nico González,MF,11,0,11,1
Manchester City,2425,Rodri,MF,3,0,3,0
Manchester City,2425,Kevin De Bruyne,MF,28,0,28,4
Manchester City,2425,Stefan Ortega,GK,13,0,13,0
Manchester City,2425,İlkay Gündoğan,MF,33,0,33,1
Manchester City,2425,Bernardo Silva,MF,33,0,33,4
Manchester City,2425,Rayan Aït-Nouri,DF,0,0,0,0
Manchester City,2425,Vitor Reis,DF,1,0,1,0
Manchester City,2425,Joško Gvardiol,DF,37,0,37,5
Manchester City,2425,Manuel Akanji,DF,26,0,26,0
Manchester City,2425,Savinho,MF,29,0,29,1
Manchester City,2425,Matheus Nunes,MF,26,0,26,1
Manchester City,2425,Rayan Cherki,MF,0,0,0,0
Manchester City,2425,Claudio Echeverri,MF,1,0,1,0
Manchester City,2425,Ederson,GK,26,0,26,0
Manchester City,2425,Scott Carson,GK,0,0,0,0
Manchester City,2425,Abdukodir Khusanov,DF,6,0,6,0
Manchester City,2425,Phil Foden,MF,28,0,28,7
Manchester City,2425,Oscar Bobb,MF,3,0,3,0
Manchester City,2425,Jacob Wright,MF,0,0,0,0
Manchester City,2425,Kaden Braithwaite,DF,0,0,0,0
Manchester City,2425,Jahmai Simpson-Pusey,DF,2,0,2,0
Manchester City,2425,Divin Mubama,FW,1,0,1,0
Manchester City,2425,Nico O'Reilly,MF,9,0,9,2
Manchester City,2425,Rico Lewis,DF,28,0,28,1
Manchester City,2425,James McAtee,MF,15,0,15,3
Manchester City,2425,Kyle Walker,DF,15,0,15,0
Manchester City,2425,Own goals,Own goals,0,0,0,1
Manchester City,2425,Totals,Totals,0,0,0,72
Manchester City,2526,James Trafford,GK,4,0,4,0
Manchester City,2526,Rúben Dias,DF,27,0,27,2
Manchester City,2526,Tijjani Reijnders,MF,29,0,29,5
Manchester City,2526,John Stones,DF,9,0,9,0
Manchester City,2526,Nathan Aké,DF,19,0,19,0
Manchester City,2526,Omar Marmoush,FW,22,0,22,3
Manchester City,2526,Mateo Kovačić,MF,6,0,6,0
Manchester City,2526,Erling Haaland,FW,35,0,35,27
Manchester City,2526,Rayan Cherki,MF,34,0,34,4
Manchester City,2526,Jérémy Doku,MF,30,0,30,5
Manchester City,2526,Nico González,MF,25,0,25,1
Manchester City,2526,Marc Guéhi,DF,15,0,15,1
Manchester City,2526,Rodri,MF,22,0,22,1
Manchester City,2526,Bernardo Silva,MF,38,0,38,2
Manchester City,2526,Rayan Aït-Nouri,DF,18,0,18,0
Manchester City,2526,Joško Gvardiol,DF,18,0,18,2
Manchester City,2526,Gianluigi Donnarumma,GK,34,0,34,0
Manchester City,2526,Savinho,MF,25,0,25,1
Manchester City,2526,Matheus Nunes,MF,35,0,35,1
Manchester City,2526,Nico O'Reilly,MF,34,0,34,5
Manchester City,2526,Antoine Semenyo,MF,18,0,18,7
Manchester City,2526,Kalvin Phillips,MF,0,0,0,0
Manchester City,2526,Abdukodir Khusanov,DF,21,0,21,0
Manchester City,2526,Phil Foden,MF,33,0,33,7
Manchester City,2526,Oscar Bobb,MF,9,0,9,0
Manchester City,2526,Ryan McAidoo,MF,0,0,0,0
Manchester City,2526,Charlie Gray,MF,0,0,0,0
Manchester City,2526,Divine Mukasa,MF,2,0,2,0
Manchester City,2526,Max Alleyne,DF,2,0,2,0
Manchester City,2526,Jaden Heskey,FW,0,0,0,0
Manchester City,2526,Rico Lewis,DF,11,0,11,0
Manchester City,2526,Stephen Mfuni,DF,0,0,0,0
Manchester City,2526,Reigan Heskey,FW,0,0,0,0
Manchester City,2526,Own goals,Own goals,0,0,0,3
Manchester City,2526,Totals,Totals,0,0,0,77
Manchester United,2223,David de Gea,GK,38,0,38,0
Manchester United,2223,Victor Lindelöf,DF,14,6,20,0
Manchester United,2223,Eric Bailly,DF,0,0,0,0
Manchester United,2223,Phil Jones,DF,0,0,0,0
Manchester United,2223,Harry Maguire (c),DF,8,8,16,0
Manchester United,2223,Lisandro Martínez,DF,24,3,27,1
Manchester United,2223,Cristiano Ronaldo,FW,4,6,10,1
Manchester United,2223,Bruno Fernandes,MF,37,0,37,8
Manchester United,2223,Anthony Martial,FW,11,10,21,6
Manchester United,2223,Marcus Rashford,FW,32,3,35,17
Manchester United,2223,Mason Greenwood,FW,0,0,0,0
Manchester United,2223,Tyrell Malacia,DF,14,8,22,0
Manchester United,2223,Christian Eriksen,MF,25,3,28,1
Manchester United,2223,Marcel Sabitzer,MF,7,4,11,0
Manchester United,2223,Amad Diallo,FW,0,0,0,0
Manchester United,2223,Fred,MF,12,23,35,2
Manchester United,2223,Casemiro,MF,24,4,28,4
Manchester United,2223,Raphaël Varane,DF,22,2,24,0
Manchester United,2223,Diogo Dalot,DF,24,2,26,1
Manchester United,2223,Antony,FW,23,2,25,4
Manchester United,2223,Tom Heaton,GK,0,0,0,0
Manchester United,2223,Luke Shaw,DF,30,1,31,1
Manchester United,2223,Jadon Sancho,FW,21,5,26,6
Manchester United,2223,Wout Weghorst,FW,10,7,17,0
Manchester United,2223,Facundo Pellistri,MF,0,4,4,0
Manchester United,2223,Aaron Wan-Bissaka,DF,16,3,19,0
Manchester United,2223,Nathan Bishop,GK,0,0,0,0
Manchester United,2223,Martin Dúbravka,GK,0,0,0,0
Manchester United,2223,Jack Butland,GK,0,0,0,0
Manchester United,2223,Brandon Williams,DF,0,0,0,0
Manchester United,2223,Donny van de Beek,MF,2,5,7,0
Manchester United,2223,Anthony Elanga,FW,5,11,16,0
Manchester United,2223,Axel Tuanzebe,DF,0,0,0,0
Manchester United,2223,Scott McTominay,MF,10,14,24,1
Manchester United,2223,Teden Mengi,DF,0,0,0,0
Manchester United,2223,Hannibal Mejbri,MF,0,0,0,0
Manchester United,2223,Shola Shoretire,FW,0,0,0,0
Manchester United,2223,Alejandro Garnacho,FW,5,14,19,3
Manchester United,2223,Radek Vítek,GK,0,0,0,0
Manchester United,2223,Zidane Iqbal,MF,0,0,0,0
Manchester United,2223,Charlie McNeill,FW,0,0,0,0
Manchester United,2223,Marc Jurado,DF,0,0,0,0
Manchester United,2223,Rhys Bennett,DF,0,0,0,0
Manchester United,2223,Kobbie Mainoo,MF,0,1,1,0
Manchester United,2223,Tyler Fredricson,DF,0,0,0,0
Manchester United,2223,Own goals,Own goals,0,0,0,2
Manchester United,2324,Altay Bayındır,GK,0,0,0,0
Manchester United,2324,Victor Lindelöf,DF,14,5,19,1
Manchester United,2324,Eric Bailly,DF,0,0,0,0
Manchester United,2324,Sofyan Amrabat,MF,10,11,21,0
Manchester United,2324,Harry Maguire,DF,18,4,22,2
Manchester United,2324,Lisandro Martínez,DF,8,3,11,0
Manchester United,2324,Mason Mount,MF,5,9,14,1
Manchester United,2324,Bruno Fernandes (c),MF,35,0,35,10
Manchester United,2324,Anthony Martial,FW,5,8,13,1
Manchester United,2324,Marcus Rashford,FW,26,7,33,7
Manchester United,2324,Rasmus Højlund,FW,25,5,30,10
Manchester United,2324,Tyrell Malacia,DF,0,0,0,0
Manchester United,2324,Christian Eriksen,MF,12,10,22,1
Manchester United,2324,Sergio Reguilón,DF,4,5,9,0
Manchester United,2324,Amad Diallo,FW,3,6,9,1
Manchester United,2324,Alejandro Garnacho,FW,30,6,36,7
Manchester United,2324,Casemiro,MF,24,1,25,1
Manchester United,2324,Raphaël Varane,DF,16,6,22,1
Manchester United,2324,Diogo Dalot,DF,35,1,36,2
Manchester United,2324,Antony,FW,15,14,29,1
Manchester United,2324,Tom Heaton,GK,0,0,0,0
Manchester United,2324,Luke Shaw,DF,12,0,12,0
Manchester United,2324,André Onana,GK,38,0,38,0
Manchester United,2324,Jadon Sancho,FW,0,3,3,0
Manchester United,2324,Dean Henderson,GK,0,0,0,0
Manchester United,2324,Facundo Pellistri,MF,1,8,9,0
Manchester United,2324,Aaron Wan-Bissaka,DF,20,2,22,0
Manchester United,2324,Brandon Williams,DF,0,0,0,0
Manchester United,2324,Donny van de Beek,MF,0,1,1,0
Manchester United,2324,Jonny Evans,DF,15,8,23,0
Manchester United,2324,Kobbie Mainoo,MF,24,0,24,3
Manchester United,2324,Scott McTominay,MF,18,14,32,7
Manchester United,2324,Radek Vítek,GK,0,0,0,0
Manchester United,2324,Álvaro Carreras,DF,0,0,0,0
Manchester United,2324,Teden Mengi,DF,0,0,0,0
Manchester United,2324,Dan Gore,MF,0,1,1,0
Manchester United,2324,Hannibal Mejbri,MF,1,4,5,1
Manchester United,2324,Shola Shoretire,FW,0,0,0,0
Manchester United,2324,Willy Kambwala,DF,3,5,8,0
Manchester United,2324,Omari Forson,MF,1,3,4,0
Manchester United,2324,Ethan Wheatley,FW,0,3,3,0
Manchester United,2324,Own goals,Own goals,0,0,0,0
Manchester United,2425,Altay Bayındır,GK,4,0,4,0
Manchester United,2425,Victor Lindelöf,DF,6,10,16,0
Manchester United,2425,Noussair Mazraoui,DF,34,3,37,0
Manchester United,2425,Matthijs de Ligt,DF,25,4,29,2
Manchester United,2425,Harry Maguire,DF,19,8,27,1
Manchester United,2425,Lisandro Martínez,DF,20,0,20,2
Manchester United,2425,Mason Mount,MF,8,9,17,1
Manchester United,2425,Bruno Fernandes (c),MF,35,1,36,8
Manchester United,2425,Rasmus Højlund,FW,23,9,32,4
Manchester United,2425,Marcus Rashford,FW,12,3,15,4
Manchester United,2425,Joshua Zirkzee,FW,14,18,32,3
Manchester United,2425,Tyrell Malacia,DF,2,1,3,0
Manchester United,2425,Patrick Dorgu,DF,10,2,12,0
Manchester United,2425,Christian Eriksen,MF,11,12,23,1
Manchester United,2425,Leny Yoro,DF,12,9,21,0
Manchester United,2425,Amad Diallo,FW,20,6,26,8
Manchester United,2425,Alejandro Garnacho,FW,23,13,36,6
Manchester United,2425,Casemiro,MF,18,6,24,1
Manchester United,2425,Diogo Dalot,DF,31,2,33,0
Manchester United,2425,Antony,FW,0,8,8,0
Manchester United,2425,Luke Shaw,DF,4,3,7,0
Manchester United,2425,André Onana,GK,34,0,34,0
Manchester United,2425,Manuel Ugarte,MF,22,7,29,1
Manchester United,2425,Ayden Heaven,DF,2,2,4,0
Manchester United,2425,Jonny Evans,DF,3,4,7,0
Manchester United,2425,Kobbie Mainoo,MF,19,6,25,0
Manchester United,2425,Scott McTominay,MF,0,2,2,0
Manchester United,2425,Harry Amass,DF,4,1,5,0
Manchester United,2425,Toby Collyer,MF,0,6,6,0
Manchester United,2425,Tyler Fredricson,DF,2,0,2,0
Manchester United,2425,Chido Obi,FW,1,6,7,0
Manchester United,2425,Own goals,Own goals,0,0,0,2
Manchester United,2526,Altay Bayındır,GK,6,0,6,0
Manchester United,2526,Diogo Dalot,DF,29,5,34,1
Manchester United,2526,Noussair Mazraoui,DF,11,9,20,0
Manchester United,2526,Matthijs de Ligt,DF,13,0,13,1
Manchester United,2526,Harry Maguire,DF,19,4,23,1
Manchester United,2526,Lisandro Martínez,DF,13,5,18,0
Manchester United,2526,Mason Mount,MF,12,11,23,3
Manchester United,2526,Bruno Fernandes (c),MF,35,0,35,9
Manchester United,2526,Matheus Cunha,FW,29,4,33,10
Manchester United,2526,Joshua Zirkzee,FW,5,19,24,2
Manchester United,2526,Tyrell Malacia,DF,0,3,3,0
Manchester United,2526,Patrick Dorgu,DF,15,11,26,4
Manchester United,2526,Leny Yoro,DF,18,14,32,0
Manchester United,2526,Amad Diallo,FW,27,5,32,2
Manchester United,2526,Casemiro,MF,33,1,34,9
Manchester United,2526,Bryan Mbeumo,FW,31,2,33,11
Manchester United,2526,Luke Shaw,DF,38,0,38,1
Manchester United,2526,André Onana,GK,0,0,0,0
Manchester United,2526,Manuel Ugarte,MF,8,14,22,0
Manchester United,2526,Ayden Heaven,DF,11,6,17,0
Manchester United,2526,Benjamin Šeško,FW,17,13,30,11
Manchester United,2526,Senne Lammens,GK,32,0,32,0
Manchester United,2526,Chido Obi,FW,0,0,0,0
Manchester United,2526,Tyler Fredricson,DF,0,1,1,0
Manchester United,2526,Diego León,DF,0,0,0,0
Manchester United,2526,Kobbie Mainoo,MF,16,12,28,1
Manchester United,2526,Jack Fletcher,MF,0,3,3,0
Manchester United,2526,Tyler Fletcher,MF,0,2,2,0
Manchester United,2526,Toby Collyer,MF,0,0,0,0
Manchester United,2526,Jack Moorhouse,MF,0,0,0,0
Manchester United,2526,Shea Lacey,FW,0,3,3,0
Manchester United,2526,Bendito Mantato,FW,0,1,1,0
Manchester United,2526,Godwill Kukonki,DF,0,0,0,0
Manchester United,2526,Jim Thwaites,MF,0,0,0,0
Manchester United,2526,Own goals,Own goals,0,0,0,3
Newcastle United,2425,Martin Dúbravka,GK,10,0,10,0
Newcastle United,2425,Kieran Trippier,DF,14,11,25,0
Newcastle United,2425,Sven Botman,DF,6,2,8,0
Newcastle United,2425,Fabian Schär,DF,33,1,34,4
Newcastle United,2425,Joelinton,MF,29,0,29,4
Newcastle United,2425,Sandro Tonali,MF,28,8,36,4
Newcastle United,2425,Callum Wilson,FW,2,16,18,0
Newcastle United,2425,Anthony Gordon,MF,28,6,34,6
Newcastle United,2425,Harvey Barnes,MF,17,16,33,9
Newcastle United,2425,Matt Targett,DF,0,2,2,0
Newcastle United,2425,Alexander Isak,FW,34,0,34,23
Newcastle United,2425,Emil Krafth,DF,2,10,12,0
Newcastle United,2425,William Osula,FW,0,14,14,1
Newcastle United,2425,Odysseas Vlachodimos,GK,0,0,0,0
Newcastle United,2425,Lewis Hall,DF,24,3,27,0
Newcastle United,2425,Tino Livramento,DF,32,5,37,0
Newcastle United,2425,Nick Pope,GK,28,0,28,0
Newcastle United,2425,Jacob Murphy,MF,31,4,35,8
Newcastle United,2425,Joe Willock,MF,11,21,32,0
Newcastle United,2425,Dan Burn,DF,37,0,37,1
